-0.05 -0.8 4.94 4.63 6
-0.09 -0.98 0.78 3.12 6
-0.91 -1.48 0.49 4.78 6
-0.68 -0.76 3.39 4.73 0
-1.05 -2.07 2.66 4.13 8
-0.11 -0.57 4.25 3.7 8
-0.92 -1.16 0.05 3.45 0
-0.59 -1.52 -3.7 4.62 8
-0.26 -2 -3.03 4.53 5
-0.73 -1.89 -1.73 3.35 6
-0.16 -1.46 4.55 2.34 6
-1.44 -2.84 -4.78 5.1 6
-0.55 -3.17 2.26 4.94 5
-0.17 -1.5 1.85 4.19 4
-0.31 -0.84 0.69 2.63 1
-0.23 -2.09 -2.26 4.79 3
-0.71 -2.45 3.15 4.72 7
-0.83 -1.6 -2.55 4.79 2
-1.44 -1.66 -1.55 4.23 5
-0.19 -0.54 4.58 4.64 7
-0.38 -1.18 -2.74 3.07 4
-0.81 -2.08 -0.53 3.71 5
-0.18 -1.41 2.14 4.01 6
-1.36 -1.95 -0.19 3.41 2
-0.18 -1.43 -0.06 3.21 2
-1 -1.65 -1.54 4.77 5
-1.32 -2.31 2.83 5.06 5
-1.31 -1.38 -1.14 2.79 1
-0.35 -3.08 0.47 4.95 7
-2.05 -2.33 -3.59 4.69 9
-2.11 -2.45 -2.35 4.97 7
-0.49 -2.91 0.35 5.03 2
-0.36 -1.82 -2.95 4.08 4
-0.36 -0.41 -1.29 4.67 8
-0.12 -0.5 -1.91 2.84 0
-0.17 -1.09 2.96 4.18 1
-1.01 -1.17 2.16 3.28 3
-1.95 -2.15 2.54 5.1 9
-0.38 -3.05 -2.61 5.04 6
-1.76 -1.99 3.34 4.52 3
-0.86 -2.87 -2.57 4.7 1
-0.07 -1.36 3.67 3.26 4
-0.65 -1 0.11 3.01 0
-1.59 -1.96 4.15 4.41 8
-0.6 -0.95 3.61 4.03 9
-0.35 -0.9 -2.03 4.82 4
-0.96 -2.09 4.77 3.74 7
-0.32 -1.34 3.28 3.06 3
-0.89 -1.89 -2.7 4.07 1
-1.5 -2.43 -0.2 4.55 5
-0.33 -0.45 -1.39 4.6 0
-0.1 -0.22 4.58 3.18 5
-1.16 -2.86 -2.35 4.77 2
-0.31 -2.04 4.58 3.43 8
-0.93 -2.75 3.52 4.71 4
-1.34 -1.42 -0.4 2.88 5
-0.71 -1.74 -4.03 4.29 1
-0.65 -1.08 1.03 2.22 9
-1.19 -1.99 -2.22 4.41 4
-1.01 -1.45 1.71 2.86 3
-1.27 -1.5 -1.14 3.03 7
-0.35 -1.68 3.37 4.35 4
-1.24 -2.78 4.55 4.68 9
-0.1 -0.84 -1.31 2.26 2
-0.52 -0.54 2.86 3.11 2
-0.3 -0.41 -1.54 3.73 3
-0.01 -1.55 1.22 4.92 2
-0.49 -1.83 -2 4.82 4
-1.45 -2.2 1.15 5.02 6
-1.45 -2.12 5.02 4.33 8
-0.78 -0.95 1.53 4.76 0
-0.54 -0.87 -0.64 2.58 5
-0.2 -1.65 -0.81 2.76 7
-1.16 -1.77 -2.77 3.44 3
-1 -1.09 -4.53 4.68 6
-0.17 -1.68 4.13 4.14 9
-0.47 -1.19 0.34 4.96 4
-1.22 -1.41 -4.24 5.12 9
-0.39 -1.73 3.35 2.76 9
-0.27 -3.06 -1.22 5.12 9
-0.33 -0.47 1.73 4.36 0
-1.22 -2.02 -3.04 3.69 7
-0.37 -1.59 0.53 2.39 9
-0.12 -2.72 1.13 4.26 9
-0.42 -0.85 1.03 1.96 6
-1.06 -2.57 -2.35 5 3
-0.66 -2.63 -4.01 4.09 4
-0.91 -1.4 0.05 4.58 5
-1 -1.14 -0.16 3.36 9
-0.29 -2.28 -2.24 4.86 4
-1.06 -1.95 0.15 4.45 8
-1.55 -1.56 -0.32 4.81 2
-0.96 -1.71 -3.62 4.11 2
-0.38 -1.37 -2.37 2.75 3
-1.38 -2.38 1.59 4.95 1
-1.53 -1.7 -2.78 4.39 9
-0.22 -1.5 0.92 5.08 5
-0.77 -2.3 3.17 4.59 3
-0.51 -1.47 -2.93 4.79 1
-0.4 -0.66 -2.61 2.89 4
-0.16 -2.72 0.98 4.74 8
-1.55 -2.19 4.17 4.61 8
-0.45 -2.12 3.6 3.78 6
-0.14 -2.63 -0.62 4.5 1
-1.43 -1.55 -0.45 3.18 4
-1.06 -1.78 2.2 3.6 9
-0.45 -2.01 0.85 3.49 4
-0.35 -0.39 0.9 3.11 4
-0.57 -2.31 1.91 3.55 5
-0.46 -0.57 2.83 4.98 7
-0.62 -2.23 1.06 4.55 8
-0.19 -2.71 -0.27 4.44 6
-0.12 -1.49 -4.22 4.53 4
-1.46 -1.54 0.25 3.18 1
-1.24 -1.58 2.62 5.01 4
-1.21 -3.06 -3.16 4.92 4
-0.14 -1.48 2.36 3.98 9
-0.07 -1.75 4.37 3.46 6
-1.23 -1.27 -0.7 3.15 3
-0.48 -1.23 3.89 2.36 4
-1.04 -1.63 -1.26 3.9 6
-0.67 -2.46 -1.5 4.43 3
-0.71 -1.94 -4.56 4.92 3
-0.56 -1.13 1.76 4.88 4
-1.42 -1.84 -2.33 3.65 3
-1.18 -2.03 -1.88 3.72 5
-0.95 -1.97 -4.49 4.89 6
-1.64 -2.56 -0.05 4.45 7
-1.06 -1.06 3.52 3.01 5
-0.87 -1.81 -2.68 4.89 0
-0.52 -0.54 4.52 4.06 4
-1.26 -2.19 1.94 4.8 9
-0.77 -1.03 -0.33 3.99 9
-0.49 -1.4 -0.55 4.62 5
-0.77 -2.33 2.27 4.03 5
-0.12 -0.27 -1.47 2.29 8
-0.88 -1.63 3.57 5.11 7
-0.17 -0.32 0.04 4.57 6
-0.58 -1.02 -4.13 5.1 9
-1.43 -2.59 -0.79 4.13 3
-1.02 -3.16 -1.83 5.09 8
-1.31 -3.03 1.48 4.75 4
-0.36 -0.69 -0.44 1.9 1
-1.76 -2.54 3.51 4.78 3
-0.14 -0.41 -1.32 2.61 8
-1.23 -1.99 3.17 4.66 2
-0.12 -2.15 -0.67 5.12 3
-0.27 -2.15 -4.08 5.08 7
-0.24 -2.16 -2.76 3.37 5
-0.78 -1.09 0.7 5.03 5
-1.84 -2.31 -0.87 4.93 0
-0.53 -2.13 -0.37 4.29 3
-0.32 -0.9 -0.68 2.22 4
-0.73 -0.89 4.53 1.66 5
-1.16 -1.84 -2.89 3.47 6
-0.5 -2.62 2.82 4.96 7
-1.22 -1.4 -1.94 2.91 4
-0.12 -1.11 1.33 3.48 4
-0.51 -0.93 1.78 4.8 5
-0.17 -1.25 3 4.11 3
-0.89 -1.09 4.24 4.52 3
-0.02 -2.11 -2.17 4.38 3
-1.11 -3.2 2.74 5.08 5
-0.34 -1.84 2.39 4.07 5
-0.76 -1.13 1.67 3.83 8
-0.98 -1.05 -1.09 2.61 8
-1.04 -2.45 -3.62 4.03 4
-0.64 -0.76 1.05 3.22 1
-0.67 -1.29 -2.34 2.96 3
-1.1 -2.35 5.01 4.26 7
-1.02 -2.75 5.01 4.18 7
-0.34 -1.02 -4.03 4.59 5
-0.82 -2.16 4.17 4.97 8
-0.25 -0.83 -0.89 2.11 3
-0.06 -1.99 0.29 3.47 3
-1.01 -1.4 -2.81 3.56 4
-0.7 -2.6 1.62 4.96 3
-0.21 -1.85 4.58 4.03 9
-1.15 -2.89 -2.81 4.57 4
-0.03 -1.03 4.33 4.08 5
-0.12 -0.63 0.52 4.95 6
-0.74 -0.78 0.73 3.39 3
-0.65 -1.08 4.52 2.57 5
-0.08 -1.34 -2.45 3.45 2
-0.03 -0.44 -2.6 4.65 3
-0.68 -1.52 0.04 4.1 8
-0.52 -1.2 -0.4 3.46 6
-0.64 -1.57 -0.19 3.6 0
-0.89 -1.91 -0.06 3.4 1
-0.16 -0.21 0.31 3.89 8
-1.52 -2.72 1.38 4.31 7
-0.04 -0.83 -1.01 3.14 7
-0.16 -1.34 -0.81 4.04 2
-0.92 -2.49 -4.38 4.45 2
-0.22 -1.56 2.49 3.85 4
-1.98 -2.03 -2.27 4.26 6
-1.67 -2.33 -0.02 4.26 9
-0.3 -1.54 0.08 2.74 8
-0.22 -1.53 1.5 4.15 7
-1.06 -2.11 0.47 4.98 1
-1.39 -2.07 0.94 3.91 1
-0.8 -1.04 0.57 4.21 8
-1.77 -2.21 -3.32 4.46 2
-0.09 -0.28 -0.33 1.9 1
-0.6 -1.66 0.54 3.61 4
-0.88 -1.2 0.8 4.12 3
-1.38 -1.73 1.18 5.02 5
-0.19 -0.85 3.1 1.91 5
-0.47 -0.75 -1.74 3.45 3
-0.95 -2.8 5.07 4.8 7
-0.46 -1.97 2.56 4.54 6
-0.5 -1.02 3.53 3.18 4
-0.08 -0.23 3.28 1.06 7
-0.72 -1.31 -4.14 4.19 5
-0.57 -0.99 3.21 4.96 0
-0.06 -0.36 -2.83 4.1 3
-0.2 -1.25 -2.04 4.11 4
-1.46 -2.54 -0.69 4.2 4
-0.93 -1.46 2.17 4.14 1
-0.82 -2.34 -0.74 3.75 4
-0.39 -0.85 -2.95 5.1 4
-1.01 -1.62 -4.91 5.07 8
-0.66 -1.53 0.97 3.72 8
-0.03 -0.06 2.46 3.92 8
-0.19 -2.57 2.52 4.11 6
-1.01 -1.76 1.48 3.86 1
-0.67 -1.41 0.64 4.9 9
-1.02 -1.31 0.72 4.11 9
-0.08 -1.43 3.26 4.71 6
-1.33 -2.28 2.55 3.67 5
-0.38 -0.65 5.07 3.42 6
-1.04 -1.76 -1.11 4.63 9
-0.1 -2.38 0.81 4.18 9
-0.67 -0.8 0.36 4.2 4
-0.59 -1.94 1.02 4.13 4
-0.38 -0.82 -2.81 4.56 3
-1.33 -2.74 -3.42 4.79 8
-0.43 -1.26 2.41 3 8
-0.13 -2.51 1.68 4.72 5
-1.22 -2.95 -0.68 4.83 6
-2 -2.53 1.83 4.69 7
-1.59 -2.62 -2.44 4.37 8
-0.95 -1.28 -3.29 3.67 6
-1.26 -1.79 -4.12 4.57 2
-0.19 -2.13 4 4.77 5
-0.2 -2.07 2.88 5.03 4
-1.47 -1.57 4.53 4.81 7
-1.19 -2.97 -2.78 5.09 1
-1.21 -1.21 -0.65 2.67 1
-0.87 -1.16 3.18 2.09 9
-0.23 -1.15 2.48 4.09 7
-0.61 -1.38 1.98 3.34 3
-0.18 -1.62 -2.48 4.51 5
-0.16 -2.76 2.59 4.8 6
-0.33 -2.37 -2.18 4.09 7
-0.35 -0.73 -1.05 3.05 8
-0.19 -1.46 0.78 4.94 2
-0.3 -0.41 -1.22 3.55 2
-0.26 -2.17 -0.4 4.6 5
-0.18 -0.8 2.96 3.07 6
-0.8 -2.63 2.64 4.21 7
-0.11 -0.6 4.72 4.82 2
-0.9 -1.19 -4.21 4.91 8
-1.18 -1.47 2.59 4.82 8
-0.1 -0.23 -2.51 3.69 2
-1.02 -1.28 -0.78 2.88 4
-0.69 -0.51 -3.93 3.9 8
-0.35 -1.19 2.62 2.89 4
-1.54 -3.09 -0.08 5.11 6
-0.14 -0.27 -1.99 3.5 7
-0.47 -0.69 2.68 1.89 4
-0.46 -1.13 -3.29 4.12 0
-0.55 -0.64 4.93 4.79 7
-0.44 -2.58 -3.61 3.93 0
-0.31 -2.13 -2.41 4.26 8
-1.7 -1.82 3.47 4.48 8
-1.35 -1.47 2.57 3.73 1
-0.99 -2.67 -1.53 4.64 0
-1.79 -1.89 -2.89 4.45 5
-1 -1.62 -1.29 3.37 7
-1.39 -1.6 -1.25 4.73 5
-1.52 -1.51 4.46 3.28 7
-0.46 -1.1 0.29 2.4 7
-0.14 -1.3 3.08 4.06 4
-0.54 -0.97 1.79 3.6 8
-0.22 -0.75 -3.16 4.64 9
-0.96 -2.56 -1 3.87 4
-0.35 -3.13 -3.15 4.78 2
-1.67 -1.72 -4.17 4.83 8
-1.33 -1.91 -3.15 5.06 7
-0.54 -1.81 4.62 4.84 4
-0.02 -0.5 3.25 4.97 6
-0.77 -1.54 3.81 4.48 9
-0.62 -1.32 4.35 3.94 8
-1.97 -2.48 -3.4 5.07 0
-0.54 -2.07 -1.1 3.93 1
-0.99 -1.84 4.7 4.37 5
-1.34 -1.61 2.25 3 9
-0.41 -0.82 1.36 4.24 8
-0.02 -1.27 -1.49 2.71 1
-0.38 -1.14 1.71 2.47 5
-0.06 -1.38 1.62 2.44 7
-1.59 -2.13 -3.65 4.05 3
-0.65 -0.83 1.25 5.03 4
-1.16 -1.75 2.11 3.51 7
-0.04 -2.33 -1.6 4.45 6
-1.18 -2.83 -2.59 4.6 6
-0.91 -2.37 -1.55 3.68 8
-0.5 -1.52 -2.07 2.49 6
-0.54 -3.17 -2.82 4.81 3
-0.34 -2.11 -1.95 4.97 7
-1.79 -2.58 -2.77 4.87 1
-1.52 -1.93 0.48 4.61 1
-0.52 -1.6 3.31 4.1 2
-1.53 -2.28 -2.86 4.98 6
-0.74 -2.48 1.29 4.15 3
-0.1 -0.2 4.78 3.31 9
-0.69 -0.79 3.67 3.22 9
-0.2 -2.01 -2.51 3.99 3
-0.49 -0.65 -1.18 4.51 7
-0.51 -1.58 -1.63 3.95 3
-1.07 -1.38 -0.07 3.86 3
-0.26 -0.84 2.82 3.27 2
-1.56 -2.35 3.87 4.38 9
-0.19 -0.51 -2.56 4.73 1
-0.74 -2.18 -1.83 3.33 4
-0.21 -0.44 -1.21 2.79 4
-1.01 -2.33 -4.22 4.31 2
-1.83 -2.59 -3.74 4.72 6
-0.53 -1.07 3.26 4.79 3
-1.09 -1.27 -2.34 3.63 9
-1.06 -1.81 3.98 4.2 6
-0.56 -0.65 3.45 2.26 8
-0.14 -2.14 -1.57 4.89 6
-1.28 -2.22 0.93 4.69 4
-2.08 -0.5 -2.68 2.63 6
-1.26 -1.72 3.43 3.36 8
-0.61 -0.81 2.59 3.98 3
-0.22 -1.01 -0.36 2.45 6
-0.56 -1.18 3.31 2.75 8
-0.61 -2.17 0.25 4.07 5
-0.26 -0.78 0.36 3.15 8
-1.3 -2.38 1.58 3.81 4
-0.13 -0.42 0.94 4.06 7
-0.68 -3.14 -4.53 5.04 0
-0.08 -0.39 3.73 4.25 2
-0.01 -0.14 2.49 4.67 1
-0.36 -1.64 -0.34 2.65 9
-1.09 -1.4 2.29 4.81 9
-1.43 -2.42 -3.43 4.05 5
-0.08 -1.89 -1.51 3.04 1
-0.8 -2.71 -4.45 4.78 2
-1.55 -2.14 3.93 4.92 5
-0.02 -0.25 4.09 4.71 9
-0.21 -0.98 -1.07 3.28 1
-0.67 -2.51 -0.97 4.52 3
-1.88 -2.73 -4.26 4.7 0
-0.04 -2.83 -1.54 5.02 6
-0.03 -1.07 3.45 4.42 6
-1.33 -1.88 1.35 4.87 1
-0.42 -1.06 0.3 2.68 7
-0.63 -1.26 1.01 3.77 7
-1.44 -1.44 4.67 3.17 4
-0.18 -1.44 -0.19 4.56 7
-0.05 -2.03 -3.78 4.2 1
-0.68 -0.87 3.38 3.79 7
-1.18 -2.9 0.27 4.48 5
-0.17 -2.26 -0.94 3.7 2
-1.74 -1.8 -0.27 4.46 7
-1 -1.68 3.56 3.36 6
-0.89 -1.21 -3.47 3.58 1
-0.3 -1.21 -3.62 4.97 3
-0.27 -2.66 0.23 4.72 3
-0.34 -1.14 0.64 4.68 4
-0.27 -1.69 3.8 4.73 6
-0.35 -1.23 -2.84 2.99 4
-0.07 -2.27 1.16 3.45 8
-0.8 -1.89 3.62 3.86 8
-0.16 -0.26 1.97 1.01 6
-1.29 -2.16 -0.27 4.38 4
-0.72 -1 -0.56 2.68 4
-0.86 -1.59 -1.76 2.71 9
-1.84 -2.22 -3.63 4.88 1
-0.29 -0.32 1.05 3.04 5
-0.89 -1.4 3.85 2.87 9
-0.43 -0.92 1.64 2.31 2
-0.2 -2.46 -0.84 4.5 6
-0.58 -1.36 3.62 2.48 4
-0.86 -2.36 1.25 4.17 9
-1.87 -2.21 1.31 4.91 2
-0.54 -0.97 0.61 1.65 8
-0.72 -1.59 1.11 4.38 2
-1.35 -1.88 0.68 4.14 5
-0.07 -2.38 -3.88 4.16 0
-0.32 -1.55 -2.44 2.93 7
-1.98 -2.19 1 4.71 7
-0.41 -0.57 1.05 3.34 8
-0.05 -0.59 -1.42 4.37 5
-0.53 -2.06 2.69 4.41 8
-0.34 -2.54 0.9 4.13 9
-0.29 -0.57 0.83 4.05 8
-0.17 -1.87 -3.2 3.95 0
-0.35 -2 -2.31 3.56 4
-0.08 -0.15 4.48 0.51 5
-1.24 -2.52 -3.12 4.43 7
-1.04 -1.22 -0.42 2.75 5
-0.28 -2.08 -0.83 3.27 2
-0.39 -0.41 -4.11 4.28 9
-0.02 -0.73 -1.47 5.09 3
-1.02 -2.65 -2.09 4.65 8
-0.27 -0.78 -3.61 3.78 3
-1.05 -2.56 3.89 4.6 6
-1.57 -2.5 -1.62 4.32 5
-1.98 -2 0.24 4.36 8
-1.19 -1.63 -0.12 5.04 3
-0.33 -1.11 1.56 3.92 4
-0.49 -0.84 0.41 1.85 6
-0.04 -2.21 -0.46 3.83 6
-1.9 -2.37 -1.17 4.43 8
-0.65 -1.36 1.49 4.06 0
-0.8 -2.87 4.68 4.44 8
-0.29 -0.42 -1.54 2.42 2
-0.41 -3.06 -3.61 4.86 9
-1.25 -1.25 0.72 3.26 7
-0.22 -1.14 2.43 3.6 5
-0.77 -1.98 0.72 4.14 3
-0.95 -2.13 -1.53 4.79 6
-2.19 -2.32 5.1 4.79 9
-1.08 -1.36 2.66 4.57 6
-0.18 -2.34 0.79 4.05 9
-0.1 -2.46 -0.71 4.49 5
-1.08 -1.3 -0.62 2.58 0
-1.26 -1.92 -0.7 3.37 8
-1.79 -2.19 0.47 5 9
-1.25 -1.87 4.77 3.19 9
-1.11 -1.57 -3.35 4.55 6
-1.11 -1.11 -1.22 4.83 7
-0.15 -0.56 1.64 4.45 4
-0.02 -0.59 0.39 3.25 8
-1 -1.64 1.95 3.31 7
-0.87 -3.09 5.05 4.76 9
-0.77 -0.89 1.46 2.99 0
-0.12 -0.52 4.74 3.64 4
-0.04 -0.74 4.87 2.86 6
-0.12 -1.08 0.86 2.37 3
-0.17 -0.86 0.4 3.65 6
-0.01 -2.02 -2.01 3.87 5
-0.26 -1.83 1.84 4.34 3
-0.6 -1.55 -0.25 4.36 9
-1.34 -1.69 -1.64 4.32 2
-1.84 -2.61 0.3 4.86 1
-0.24 -0.89 2.39 2.9 6
-1.58 -2.94 1.22 4.74 7
-0.13 -0.97 -1.38 3.61 9
-1.29 -1.99 -1.23 3.76 6
-0.59 -2.28 -4.16 4.5 9
-1.27 -1.88 -3.4 3.73 2
-0.08 -0.92 -1.1 3.7 1
-0.64 -1.7 -2.24 3.86 3
-1.01 -1.98 0.77 3.77 0
-0.16 -1.11 2.81 3.63 6
-0.98 -0.99 -2.25 4.58 4
-0.3 -1.96 -1.84 4.83 5
-0.34 -0.66 -0.98 2.59 1
-0.28 -2.32 1.61 4.9 7
-0.79 -2.56 -4.23 4.7 1
-1.68 -2.12 -0.06 4.81 1
-0.63 -2.03 2.91 4.49 4
-0.67 -3.01 -0.9 5.09 7
-0.25 -2.42 1.49 5.1 3
-0.09 -0.35 -2.04 3.33 5
-0.02 -0.39 -3.45 4.72 5
-0.87 -1.1 2.24 4.99 4
-0.39 -1.25 3.7 4.88 2
-0.33 -1.32 -0.75 3.77 5
-0.54 -0.7 -1.49 4.01 9
-0.73 -2.65 0.9 4.64 2
-0.94 -2.13 -0.51 4.59 5
-0.64 -0.77 -0.07 3.49 3
-1.23 -2.63 0.59 4.97 0
-0.99 -2.73 -2.63 4.4 0
-1.6 -2.09 -4.54 5.02 2
-0.26 -1.28 2.79 4.75 9
-0.97 -1.52 -4.48 4.75 4
-0.32 -2.76 -4.56 4.83 5
-0.14 -1.07 2.48 4.66 1
-1.48 -2.25 0.99 4.59 1
-0.81 -1.05 -0.2 2.76 0
-1.18 -1.18 2.37 3.99 7
-0.02 -0.08 -1.02 3.86 3
-0.97 -1.02 0.52 3.94 0
-0.85 -1.96 -0.02 4.47 6
-1.15 -1.25 -0.72 4.6 0
-1.12 -2.72 -0.7 5.03 7
-0.02 -1.17 -0.77 4.02 7
-0.49 -1.49 -3.69 4.27 5
-0.42 -3.3 1.06 4.99 3
-1.32 -1.87 1 3.8 8
-1.24 -1.61 2.71 3.76 9
-0.8 -1.45 -2.73 4.84 5
-2.03 -2.44 5.05 4.58 5
-1.18 -1.34 3.22 4.41 9
-0.6 -1.7 -2.39 3.37 4
-0.81 -1.66 -2.11 4.43 3
-0.67 -1.7 0.47 3.36 3
-0.33 -1.74 0.78 4.03 3
-0.12 -2.03 1.27 3.42 7
-1.12 -1.23 4.45 2.82 3
-1.74 -2.31 -3.98 4.25 6
-0.16 -0.91 -2.31 4.29 8
-1.76 -1.85 -1.73 4.09 3
-0.72 -1.32 2.58 3.7 8
-0.27 -1.14 1.18 4.32 4
-0.16 -1.27 -2.35 4.56 0
-0.75 -0.84 -2.69 4.52 6
-0.12 -2.76 4.06 5.11 6
-0.62 -1.41 0.28 4.51 3
-0.4 -0.51 3.52 4.79 8
-0.9 -2.43 -4.12 4.26 6
-0.28 -1.34 -3.46 3.48 6
-0.08 -1.01 1.43 1.74 6
-1.41 -1.56 -0.15 4.18 9
-1.44 -2.17 -1.24 3.79 9
-0.62 -0.83 0.12 2.14 3
-0.05 -0.67 -0.89 2.35 3
-0.75 -1.18 4.11 3.06 4
-0.91 -1.38 4.03 4.32 5
-0.59 -3.13 -1.06 4.85 5
-0.86 -1.28 0.72 4.42 2
-0.4 -1.48 0.97 2.37 9
-1.24 -1.47 -0.33 3.74 2
-0.39 -3.28 1.87 4.96 7
-0.95 -1.83 3.41 3.05 8
-0.15 -0.59 -3.66 4.36 7
-0.93 -1.6 3.46 4.39 2
-1.09 -1.5 -0.06 3.44 7
-1.31 -2.38 -4.6 4.73 7
-0.9 -3.17 -1 5.05 5
-1.18 -1.56 -0.53 3.6 2
-1.07 -1.59 3.06 4.23 2
-0.58 -2.26 0.79 3.81 8
-1.19 -2.1 -3.93 4.91 9
-0.88 -1.43 3.03 4.48 9
-1.48 -2.28 1.43 4.4 8
-4.28 1.07 -0.98 4.55 2
-3.33 -0.38 -4.73 4.93 1
-2.94 1.06 3.6 3.42 9
-4.91 2.2 0.6 3.02 9
-3.39 0.62 1.55 3.63 9
-1.98 1.6 0.82 4.06 2
-1.24 -1.02 -2.32 3.4 2
-4.44 3.02 1.68 1.56 4
-3.02 2.81 -1.86 3.1 5
-3.16 2.28 -3.67 4.05 9
-3.7 2.34 0.26 2.68 9
-4.44 3.08 0.3 4.99 8
-2.49 -0.61 0.02 4.18 3
-1.4 0.36 2.72 2.85 4
-3.12 0.29 2.67 4.73 8
-4.92 1.57 -0.9 4.82 9
-3.08 2.14 0.1 4.73 8
-1.82 0.9 -1.65 3.45 9
-2.65 2.07 -1.93 2.18 4
-1.84 -0.16 -0.4 3.58 1
-4.41 1.71 1.86 4.79 2
-4.34 2.5 4.92 4.2 7
-1.02 0.15 -2.24 3.87 0
-4.72 1.94 -1.4 3.38 3
-1.76 1.1 -0.64 0.83 7
-2.85 1.64 2.77 4.01 5
-0.88 -0.87 -0.61 2.9 9
-4.38 4.21 3.28 0.82 9
-4.95 0.25 3.54 5.02 4
-1.36 -0.34 -1.99 2.71 2
-4.66 2.67 4.44 4.13 5
-1.79 0.09 1 2.94 8
-3.51 3.2 0.55 4.29 4
-0.79 -0.41 2.67 3.58 9
-5.11 0.86 2.56 4.7 0
-4.45 1.55 -2.74 4.22 9
-2.14 1.73 0.24 2.93 5
-3.32 -1.2 0.41 4.95 0
-1.69 -0.63 5.02 2.54 5
-4.56 2.48 2.81 3.76 3
-5.06 2.95 -3.35 3.51 3
-4.02 2.21 -2.9 4.59 0
-3.96 2.03 -1.43 4.89 9
-1.84 0.37 4.71 3.43 3
-3.67 0.02 -2.94 4.45 2
-3.84 3.26 -0.77 3.88 1
-2.18 -0.01 2.25 3.81 2
-3.39 2.59 -0.75 3.02 4
-4.25 3.67 1.41 4.26 6
